v0,v1,v2,v3
1.009693624148217062e+00,1.012127745785479593e+00,1.002117588557400962e+00,1.237084978116514966e+00
1.417172922014195979e-01,1.239313604894040077e+00,1.803120096546898310e+00,1.780397203734256806e+00
1.807133413496823549e+00,1.478377373021632746e+00,1.381503889195052182e+00,2.631478073572554699e+00
1.116592228357567773e+00,1.358520522813532194e+00,2.134270823628353853e+00,1.272053265695362478e+00
3.218785413906384285e-01,8.512038262269520095e-01,9.369193485406246413e-01,1.133901298373952260e+00
9.232791768230370621e-01,1.951627943947127575e+00,1.749048323473721744e+00,1.591444648327559497e+00
9.595750000663101353e-01,1.977679588211854744e+00,1.953146976019929149e+00,2.809275847928425218e+00
8.151953915335232725e-01,1.172031438125137770e+00,2.236284114242960364e+00,4.802194682718790020e-01
1.440698479286791844e+00,1.409608159290867579e+00,1.292561469106628058e+00,5.805508310336221500e-01
1.282292754847244920e+00,1.949090176911565386e-01,2.102580169964940904e+00,9.060683155002986489e-01
1.363335492580270314e+00,1.240479331715251821e+00,1.383789620883182359e+00,1.336715590140084231e+00
1.548865032569320288e+00,9.877746737537240751e-01,1.267886290315703990e+00,4.552686292432094328e-01
4.988729510812525136e-01,6.367185459744008069e-01,5.214727606705090723e-01,2.631304078489681286e-01
7.922149735207271171e-01,1.684588272625334060e+00,1.531485438193899817e+00,9.409088587285099337e-01
1.461276741850410232e+00,1.498270332225357659e+00,3.141681589489092374e+00,1.079879752205510357e-01
1.417639593892338512e+00,3.079474615521277103e-01,2.134985187905922288e+00,1.088618162677182255e+00
1.558320974676332238e+00,1.387762181324225574e+00,1.741944403850975487e+00,-8.277601424294649402e-01
4.252631834142186484e-01,1.305985844317515188e+00,3.031486354821383289e-01,1.640375537059952427e+00
2.125310721045977846e+00,3.272820796654573039e-01,9.433924764010294117e-01,1.695734661736174154e+00
2.539674475124233055e+00,1.967215371896061882e+00,1.767334518747261773e+00,6.296225745689343345e-01
1.270907396874412232e+00,1.340043806006419480e+00,8.199527509675579307e-01,1.544063273240083412e+00
1.028016640890167199e+00,9.351559233828450335e-01,2.761583566815313695e+00,1.130121807709443926e+00
2.579274244688019024e+00,9.741301193487598153e-01,1.192834357598345552e+00,3.601417540376966597e-01
8.349755989004585821e-01,2.369867858265298111e+00,1.252170059983472195e+00,-1.809306489133628570e-01
2.249416189126939969e+00,6.010365719659613859e-01,9.330884220695516706e-01,1.201836312377109417e+00
-1.088887683585035848e-01,2.326671403966175333e+00,2.142602412935137757e+00,9.905940064081533158e-01
1.477656836238989913e+00,1.020095478788327625e+00,7.998031150888000873e-01,1.056951530589741450e+00
1.967075531340491956e-01,9.331532589761916130e-01,8.233367393034360937e-01,2.583770831061191320e+00
1.788055383667552789e-01,2.121854509015910661e+00,1.730714866628518589e+00,1.327190846965019988e+00
7.934015254078190527e-01,2.508524715731658361e+00,2.259677759256115692e+00,1.190966323616795552e+00
1.080993585043460214e+00,1.356043913123361033e+00,2.521863086336404436e+00,5.743419905943245585e-01
1.280892478065513762e+00,2.031347804265942081e+00,2.321393291900495370e-01,1.163286735524617477e+00
2.015634540150767151e+00,9.102664322086843063e-01,1.142019802201396983e+00,1.197245648517066829e-01
1.492603646729496081e+00,3.821249569738717211e-01,9.437996834409294600e-01,1.461729894747900271e+00
8.230256381700089552e-01,1.840585208682103069e+00,1.730348198578087970e+00,1.565958055265575855e+00
1.920896581065338893e+00,1.103960072305889328e+00,-3.156636070790841408e-01,1.834685574209753645e+00
1.772246949272316296e+00,8.827685560283899946e-01,6.229527582823770615e-01,2.044009674616819261e+00
8.824146379536944584e-01,9.447692752581042797e-01,8.998060519165831384e-01,2.881044564788263429e+00
7.028264692172573325e-01,-6.342589921962755728e-01,1.121197423766262746e+00,4.515070104582938892e-01
-6.677817382587325490e-02,1.257433026279917820e+00,7.794171764918084166e-01,1.778450828123527838e+00
9.120751923166442454e-01,1.988497393959717696e+00,1.843600995123570563e+00,1.161841401049513722e+00
1.690271085858666034e+00,2.426813042099492002e+00,1.629550451951792267e+00,1.224438487522889751e-01
1.195617295913645295e+00,1.285620500145646661e+00,2.026525761774685019e+00,1.048001617305130528e+00
1.939521055297623420e+00,1.048955511266409513e+00,1.158862743437981235e+00,9.712060069028843889e-01
1.144984833152495884e+00,1.032970332596512275e+00,1.375868917156338966e+00,5.917789676611092675e-01
3.902928927480237009e-01,1.068315516054775483e+00,1.233376200325650540e+00,8.400771876714363540e-01
1.409735930428086981e+00,1.359682274700308335e+00,2.317775004883178891e+00,8.463129270471481114e-02
2.522113204204936565e+00,-5.480214874137070424e-01,-1.483988164351959238e-01,1.287693359366804291e+00
4.177079801208518628e-01,8.739638496653674427e-01,7.676410489301939144e-01,1.506816023874482102e-01
1.046712157384446229e-01,7.990416215201963102e-01,1.323277929112903317e+00,1.495701817163694214e+00
1.188857412935735880e+00,8.364747894380788473e-01,1.913778912222695805e+00,-4.797571377654781255e-01
1.087163953289614238e+00,1.967384788847322596e+00,2.211217467154956484e+00,1.922501204571205324e+00
2.026394636689871742e+00,1.807164222064236991e+00,1.171007374424367198e+00,-5.080910873167547859e-01
7.214300655261911555e-01,8.869082108452970292e-01,2.204738462014227185e+00,7.805455905430580543e-01
8.367078103518506005e-01,1.556109821409060512e+00,4.030866339303539325e-01,1.116565498259016520e+00
1.486696796693493638e+00,8.655494279371422905e-01,1.052400954179959047e+00,-1.649659824996885238e-01
2.134420353034840456e-01,9.149672957076884217e-01,1.905033661349500917e+00,6.857344207166151673e-01
4.362422539239797503e-01,5.219009627057187295e-01,1.556631871708497705e+00,7.555651476852798254e-02
1.207294055055929238e+00,8.312400138502921143e-01,1.138293013014488819e+00,5.586898311547394691e-01
1.153291497052286729e+00,2.056436517258843910e+00,8.881494597760005716e-01,7.419920122205914126e-01
-7.317194292433657488e-01,1.430894505255470017e+00,6.356535062141829284e-01,1.366452953877835608e+00
1.173519682357547556e+00,5.328533994677346897e-01,6.380479781024536168e-01,1.412084916023876868e-01
2.515313980506475477e+00,1.762493813800198428e+00,1.694776963899153444e+00,1.957329499460234601e+00
2.097470122958713823e+00,1.724437436009358837e+00,1.845966971977227367e+00,2.882933657359409096e+00
-9.497839245217098991e-02,1.269826328141005378e+00,6.900658257936883588e-01,1.177239688527437877e+00
-6.544516415313461621e-01,3.725014840263600746e-01,1.720850712640464852e+00,2.509653279889217936e-01
1.541004822549074449e+00,5.594548626530538860e-01,1.031502135675977705e+00,7.560202294706352966e-02
7.154662830677860352e-01,8.187810545203033641e-02,1.549020646412644808e+00,-7.972738629615427897e-02
1.396630789954484531e+00,7.775866018856808504e-01,1.050877914610708563e+00,2.194230722606433037e+00
9.956927645266595572e-01,7.267669311818434341e-01,1.194746613850226735e+00,1.686925879741031364e+00
8.031689831812665048e-01,2.407736060028605518e+00,1.323422278949524244e+00,9.469482453127939792e-01
7.387369464330740820e-01,1.099958729339756580e+00,1.611643065948439091e+00,1.965452761868098142e+00
1.270435817598908779e+00,8.001953844581706221e-01,1.188990975111193338e+00,-2.768363697119791134e-01
2.018848183881222447e+00,1.819730207498562624e+00,1.092116191663881519e+00,1.734234164525256361e+00
5.379266266166790045e-01,2.535806127599424364e+00,1.172974369285682217e+00,9.758651968454036263e-01
2.801893430701784204e+00,6.687032262288955531e-01,1.671122147427167137e+00,7.895354394008646803e-01
1.012507158720507450e+00,1.203496116694474427e+00,9.979006613122977098e-01,2.455366906146929651e+00
2.197775068511634178e+00,1.014651869611829182e+00,3.120148376633513188e+00,1.390542105322100097e+00
1.294085849745536532e+00,1.706451099589229470e+00,6.843952664848255152e-01,2.375469875507433937e+00
7.672201650472048051e-01,5.160361626914459210e-01,2.161020603192635559e+00,7.455562468424801192e-01
1.211767864655278082e+00,5.236915002939360742e-01,1.060724232832853442e+00,1.442008241350764663e+00
-3.459770401729942435e-01,1.300006671000458303e+00,7.723757940619051521e-01,2.335977286583900359e+00
2.775948188544430373e+00,1.705703581081463138e+00,1.747840931909709017e+00,2.074484758168797960e+00
2.076613170185987123e+00,2.961868115993203654e-01,3.711443469234663173e-01,9.517668380341544054e-01
3.033751611595637554e-01,1.047178165168857200e+00,1.351914255742737492e+00,7.045152718418387083e-01
1.600345968736593294e+00,2.289748678649242031e+00,1.298716098157053134e+00,1.568585834337433038e+00
1.234184374361660730e+00,1.199466032927476000e+00,8.889317251666382091e-01,4.542399982141075432e-01
1.649259477543984165e+00,2.018685966827768574e+00,1.214140928341971071e+00,1.316084280234456561e+00
2.693395330059376036e-01,1.069592598355738167e+00,1.451665150055511999e+00,1.165730905453361554e+00
1.273292707221354236e+00,5.194667839760144235e-01,3.278624405276752141e-01,1.049690761669403116e+00
2.278824003392767139e+00,9.531819183702220366e-01,1.630378718664096116e-01,7.556967686867317457e-01
1.073236947530104013e+00,2.075338166634780102e+00,1.982283019437800942e+00,6.518563009841443767e-01
5.052943814847878912e-01,1.035518567111497923e+00,1.208191351800970148e+00,5.088091690059350913e-01
1.891688212818268156e+00,9.011477384850938854e-01,1.387020755048451459e+00,1.069650512532686504e+00
1.568755878573258267e+00,1.123777715748764061e+00,1.378993118260364747e+00,2.072439085340295861e+00
1.367407614884674327e+00,2.221849182207422224e+00,3.073304264641534278e-01,1.060638599967485218e+00
4.610899687039190509e-01,1.921343866517419841e-01,1.163986734913243781e+00,2.534483304253924096e+00
1.361956864677199563e+00,1.896845528508545042e+00,-1.613670738280463812e-01,1.349437936778206781e+00
3.732151654734060520e-01,1.341182564840301072e+00,1.903812846816884452e+00,8.360108877126908311e-01
1.937021573326762169e+00,6.147408559437140818e-01,1.237845779781948208e+00,7.136550459191847162e-01
1.214098529915518698e+00,1.039451763375655258e+00,-4.013450617571612256e-01,8.890777236135738448e-01
7.890711069307629888e-01,2.325724636218185815e+00,-6.263029915953608473e-01,1.189260012263338995e+00
1.709347048116900192e+00,2.470972583199664285e+00,2.049539686581137943e+00,1.097970884905318689e+00
2.151937476671253346e+00,1.039729216808442214e+00,9.976521116526874122e-01,8.878768966724146505e-01
8.629726813258928875e-01,2.202875407668114072e+00,-3.234307328615138033e-02,2.969580455528242346e-02
1.789559603446604363e+00,1.446776658541687466e+00,1.719364767130041161e+00,9.327507038557705243e-01
1.577495228839054686e+00,9.360292477643166187e-01,7.430531477119213246e-01,7.907508025532683504e-01
1.193811745122891566e+00,1.142688902483470104e+00,8.129249568237326695e-01,2.208200796390701104e+00
1.404587797558157547e+00,8.414654391688414226e-01,1.579141741836189716e-01,1.029274623114208920e+00
-7.022112184933981816e-02,4.485041523296025012e-01,2.636450259174906163e-01,4.442134512105817556e-01
